MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81946217,RES-MFG,RES,RESTORD,4318,7770 Maple Court,Portland,95127,143,3,3.0,3,2512,227,225,"15K-19,999SF",2024-11-27,67,76,2024-09-21,"$571,138",2025-01-06,"$565,200",1951,0,2,1,LSE-BAK
ML81946218,ATTACHD,RES,PROPOSD,9762,5753 Walnut Place,Lake Oswego,95104,143,3,4.0,1,1844,801,818,"10K-14,999SF",2024-10-25,84,89,2024-08-02,"$1,477,233",2024-11-21,"$1,508,392",2008,437,2,1,LOW-INC
ML81946219,CONDO,RES,RESALE,6854,5275 Aspen Circle Unit 461,Portland,95144,147,6,3.0,3,822,1484,1456,5-6.99AC,2024-06-22,59,64,2024-04-24,"$1,219,581",2024-07-17,"$1,196,832",1958,570,0,2,FCS
ML81946220,ATTACHD,RES,FIXER,5519,9591 Cedar Circle,Portland,95155,150,2,4.0,2,806,952,994,10-19.99AC,2024-03-18,71,71,2024-01-07,"$766,994",2024-04-22,"$801,164",2013,0,1,0,LEAS-OP
ML81946221,PLNCOMM,RES,NEW,5345,3284 Maple Avenue,Tualatin,95114,$141,6,2.0,1,3012,184,181,"15K-19,999SF",2023-07-20,70,71,2023-05-11,"$554,628",2023-08-12,"$545,172",1990,0,0,2,USDA
ML81946222,CONDO,RES,UNDRCON,11672,9666 Elm Drive Unit 515,Portland,95229,150,3,1.1,1,3436,492,510,"10K-14,999SF",2024-05-10,74,83,2024-02-26,"$1,691,227",2024-06-11,"$1,752,360",2022,243,3,1,CASH
ML81946223,DETACHD,RES,RESTORD,6249,2798 Cedar Road,Portland,95243,142,6,1.0,1,2832,393,403,7-9.99AC,2024-09-21,85,87,2024-06-28,"$1,113,578",2024-10-20,"$1,141,296",1974,0,2,2,LSE-BAK
ML81946224,CONDO,RES,FIXER,4884,1538 Cypress Avenue,Tualatin,95205,152,3,2.0,1,3578,115,120,7-9.99AC,2023-02-10,8,9,2023-02-02,"$411,935",2023-03-10,"$429,360",1975,273,1,3,TRADE
ML81946225,IN-PARK,RES,RESTORD,12465,6473 Redwood Avenue,Milwaukie,95146,147,1,3.1,2,1856,308,307,"0-2,999SF",2023-01-22,13,18,2023-01-09,"$571,768",2023-02-22,"$569,792",2024,0,3,2,USDA
ML81946226,RES-MFG,RES,REGHIST,9409,9800 Elm Drive,Portland,95168,143,5,2.0,2,3246,435,433,7-9.99AC,2024-02-22,82,82,2023-12-02,"$1,412,245",2024-03-17,"$1,405,518",2011,0,3,3,OTHER
ML81946227,PLNCOMM,RES,FIXER,14318,8419 Walnut Lane,Milwaukie,95188,147,2,1.1,2,2440,508,522,"10K-14,999SF",2023-07-25,15,24,2023-07-10,"$1,240,297",2023-09-01,"$1,273,680",2023,0,1,3,LEAS-OP
ML81946228,CONDO,RES,REMOD,6266,2672 Oak Boulevard Unit 587,Portland,95142,141,2,3.1,2,1037,1119,1110,"3K-4,999SF",2023-05-01,55,65,2023-03-07,"$1,160,093",2023-05-31,"$1,151,070",2009,340,2,0,ASSMP
ML81946229,ATTACHD,RES,PROPOSD,13949,880 Birch Lane,Newberg,95167,141,6,4.1,3,1873,1022,1017,"5K-6,999SF",2024-04-21,68,70,2024-02-13,"$1,913,596",2024-05-26,"$1,904,841",1997,270,2,2,OWNCRRY
ML81946230,IN-PARK,RES,UNKNOWN,3902,8307 Elm Boulevard,Portland,95104,150,5,3.0,3,1209,1590,1518,"7K-9,999SF",2023-06-20,44,50,2023-05-07,"$1,922,205",2023-07-16,"$1,835,262",1963,0,2,3,ASSMP
ML81946231,FLTHOME,RES,REGHIST,11059,9781 Maple Place,Portland,95156,142,6,2.0,1,1217,716,717,"5K-6,999SF",2024-02-01,25,33,2024-01-07,"$871,420",2024-03-03,"$872,589",1987,0,1,0,FMHA
ML81946232,PLNCOMM,RES,REMOD,13580,8895 Cherry Boulevard,Portland,95219,$141,2,1.1,1,4076,329,333,10-19.99AC,2023-12-19,88,89,2023-09-22,"$1,339,550",2024-01-27,"$1,357,308",2021,0,1,1,TRADE
ML81946233,CONDO,RES,REMOD,8155,9070 Walnut Place Unit 165,Portland,95164,143,3,3.0,2,3106,474,467,3-4.99AC,2024-07-26,63,72,2024-05-24,"$1,472,570",2024-09-04,"$1,450,502",1954,545,2,0,FHA
ML81946234,RES-MFG,RES,FIXER,14110,6243 Aspen Avenue,Portland,95117,152,2,2.0,2,3378,280,282,"0-2,999SF",2023-05-20,75,78,2023-03-06,"$947,516",2023-06-13,"$952,596",1983,0,3,1,OWNCRRY
ML81946235,RES-MFG,RES,PROPOSD,10284,7671 Ash Circle,Portland,95126,150,5,4.1,2,3814,232,240,"7K-9,999SF",2024-01-18,55,64,2023-11-24,"$883,442",2024-02-10,"$915,360",2020,0,2,2,FMHA
ML81946236,IN-PARK,RES,RESALE,11281,2615 Redwood Court,Gales Creek,95112,$141,1,4.1,1,2547,483,489,10-19.99AC,2023-04-07,34,35,2023-03-04,"$1,230,303",2023-05-04,"$1,245,483",1951,0,2,3,FCS
ML81946237,CONDO,RES,RESALE,7772,155 Cedar Drive Unit 242,Portland,95189,141,6,1.0,1,4067,233,233,10-19.99AC,2023-05-22,48,55,2023-04-04,"$948,662",2023-06-17,"$947,611",1970,551,3,3,OWNCRRY
ML81946238,RES-MFG,RES,EXISTNG,5225,2139 Birch Avenue,Portland,95146,141,5,3.1,3,898,1020,988,1-2.99AC,2025-01-19,82,84,2024-10-29,"$915,801",2025-02-13,"$887,224",1950,0,0,1,SGI
ML81946239,IN-PARK,RES,RESTORD,3427,6405 Oak Drive,Portland,95187,150,3,3.0,3,4251,268,264,"0-2,999SF",2023-10-23,85,86,2023-07-30,"$1,137,585",2023-11-20,"$1,122,264",2006,0,3,3,OWNCONT
ML81946240,CONDO,RES,RESALE,14166,3410 Magnolia Way,Portland,95235,152,6,4.1,2,3655,499,497,"15K-19,999SF",2024-03-12,58,62,2024-01-14,"$1,822,525",2024-04-05,"$1,816,535",2017,175,3,1,OWNCRRY
ML81946241,CONDO,RES,PROPOSD,13762,8785 Ash Way,Portland,95119,147,4,4.0,2,2465,314,312,7-9.99AC,2023-03-18,48,57,2023-01-29,"$774,223",2023-04-10,"$769,080",1957,514,3,2,REHAB
ML81946242,CONDO,RES,APPROX,7396,396 Cedar Boulevard,Portland,95134,141,6,2.0,2,1732,689,716,20-49.99AC,2023-12-21,23,30,2023-11-28,"$1,193,482",2024-01-29,"$1,240,112",2004,497,1,3,NOFNCING
ML81946243,IN-PARK,RES,FIXER,5432,1462 Redwood Court,Portland,95132,152,2,2.0,3,2095,543,528,7-9.99AC,2024-11-13,29,31,2024-10-15,"$1,137,045",2024-12-04,"$1,106,160",1996,0,0,1,CALL-SA
ML81946244,DETACHD,RES,APPROX,10869,6243 Elm Street,Portland,95102,141,3,3.0,1,918,1759,1799,"10K-14,999SF",2023-09-10,48,52,2023-07-24,"$1,614,943",2023-10-03,"$1,651,482",1982,0,3,2,TRADE
ML81946245,IN-PARK,RES,RESALE,14461,610 Redwood Street,Gresham,95216,147,5,2.0,1,3372,192,201,"10K-14,999SF",2024-12-09,15,17,2024-11-24,"$646,616",2025-01-16,"$677,772",1989,0,3,2,ASSMP
ML81946246,ATTACHD,RES,NEW,5457,1370 Ash Court,Portland,95124,152,1,3.0,2,3182,390,380,"10K-14,999SF",2024-07-04,23,28,2024-06-11,"$1,240,283",2024-08-09,"$1,209,160",1978,0,0,3,CALL-SA
ML81946247,CONDO,RES,FIXER,13720,8367 Aspen Circle Unit 480,Portland,95150,143,1,2.1,2,3874,171,164,"15K-19,999SF",2024-11-08,82,87,2024-08-18,"$661,177",2024-11-28,"$635,336",1977,598,1,2,CONV
ML81946248,CONDO,RES,RESTORD,6136,187 Redwood Avenue,Forest Grove,95163,152,2,4.1,3,1062,1710,1677,20-49.99AC,2023-11-25,63,68,2023-09-23,"$1,815,826",2024-01-01,"$1,780,974",1984,0,1,3,FMHA
ML81946249,IN-PARK,RES,NEW,14683,2252 Cedar Way,Cornelius,95162,150,2,2.0,3,2951,595,603,"3K-4,999SF",2024-02-05,11,21,2024-01-25,"$1,757,026",2024-03-07,"$1,779,453",1954,0,2,2,SGI
ML81946250,CONDO,RES,REMOD,9710,1573 Cherry Road Unit 387,Portland,95198,147,5,2.0,3,3741,450,451,"10K-14,999SF",2023-06-05,46,53,2023-04-20,"$1,683,546",2023-07-01,"$1,687,191",2015,211,2,3,CALL-SA
ML81946251,CONDO,RES,UNDRCON,12260,6314 Redwood Road Unit 415,Portland,95151,147,6,3.1,3,884,1111,1159,20K-.99AC,2024-08-08,53,61,2024-06-16,"$981,821",2024-09-17,"$1,024,556",1992,0,2,3,VA
ML81946252,ATTACHD,RES,REMOD,10118,6512 Birch Road,Gresham,95123,143,1,2.0,2,3150,560,556,10-19.99AC,2024-01-01,18,25,2023-12-14,"$1,763,746",2024-02-10,"$1,751,400",1982,517,1,2,LOW-INC
ML81946253,CONDO,RES,RESTORD,4003,8683 Ash Place Unit 550,Portland,95216,142,5,2.1,3,4381,237,226,20-49.99AC,2024-01-04,23,28,2023-12-12,"$1,040,116",2024-01-28,"$990,106",2005,323,0,0,FMHA
ML81946254,PLNCOMM,RES,UNKNOWN,6749,7646 Birch Lane,Aloha,95238,$141,3,1.0,3,3361,344,359,20K-.99AC,2023-04-14,80,82,2023-01-24,"$1,154,627",2023-05-08,"$1,206,599",2020,0,0,2,SGI
ML81946255,RES-MFG,RES,RESTORD,5756,1100 Magnolia Lane,Lake Oswego,95178,152,6,3.0,3,4056,288,299,"10K-14,999SF",2024-09-08,55,58,2024-07-15,"$1,166,882",2024-10-05,"$1,212,744",2009,0,2,2,FCS
ML81946256,FLTHOME,RES,FIXER,11975,1323 Cypress Lane,Portland,95115,142,5,3.0,1,2101,514,531,"5K-6,999SF",2025-02-01,67,68,2024-11-26,"$1,080,177",2025-03-04,"$1,115,631",1961,0,2,1,REHAB
ML81946257,IN-PARK,RES,RESTORD,3968,9361 Pine Court,Portland,95123,150,6,2.1,1,1148,1151,1137,7-9.99AC,2023-12-19,83,83,2023-09-27,"$1,321,025",2024-01-16,"$1,305,276",1967,0,2,3,NOFNCING
ML81946258,CONDO,RES,REGHIST,9382,2441 Pine Court Unit 288,Portland,95247,150,3,2.0,3,3947,118,112,20K-.99AC,2023-07-14,85,92,2023-04-20,"$465,806",2023-08-03,"$442,064",2021,184,2,1,CALL-SA
ML81946259,FLTHOME,RES,FIXER,11727,9983 Elm Boulevard,Portland,95128,147,6,1.1,2,3573,274,268,7-9.99AC,2023-07-27,83,89,2023-05-05,"$979,871",2023-09-02,"$957,564",1978,0,3,2,LOW-INC
ML81946260,RES-MFG,RES,RESALE,13206,2920 Willow Lane,Portland,95118,150,6,1.0,3,1586,445,467,"3K-4,999SF",2023-05-09,90,93,2023-02-08,"$705,688",2023-06-03,"$740,662",1977,0,1,3,LEAS-OP
ML81946261,CONDO,RES,UNDRCON,13213,4250 Cypress Place,Portland,95248,141,4,4.1,2,2027,638,640,"7K-9,999SF",2024-02-16,83,88,2023-11-25,"$1,293,596",2024-03-21,"$1,297,280",1960,518,0,3,LEAS-OP
ML81946262,FLTHOME,RES,NEW,8243,4667 Spruce Drive,Portland,95113,147,5,2.1,3,2909,349,336,"15K-19,999SF",2024-03-29,58,63,2024-01-31,"$1,016,198",2024-05-07,"$977,424",2005,0,0,0,LEAS-OP
ML81946263,IN-PARK,RES,RESALE,5644,5325 Cypress Court,Portland,95141,150,1,2.0,3,2043,586,562,"15K-19,999SF",2024-08-10,36,46,2024-07-05,"$1,197,301",2024-09-08,"$1,148,166",1994,0,1,3,NOFNCING
ML81946264,PLNCOMM,RES,EXISTNG,11963,8879 Willow Street,Portland,95113,147,6,2.1,3,2009,491,497,20-49.99AC,2024-11-03,22,29,2024-10-12,"$987,062",2024-11-25,"$998,473",1954,0,3,3,CALL-SA
ML81946265,ATTACHD,RES,EXISTNG,8165,1101 Magnolia Drive,Portland,95133,152,2,2.1,1,2066,857,875,"10K-14,999SF",2023-05-12,85,88,2023-02-16,"$1,769,878",2023-06-11,"$1,807,750",1987,170,3,1,LEAS-OP
ML81946266,ATTACHD,RES,EXISTNG,7416,3453 Maple Place,Portland,95121,152,4,2.0,2,3990,237,246,"0-2,999SF",2024-08-15,13,17,2024-08-02,"$945,345",2024-09-05,"$981,540",1973,0,3,2,LOW-INC
ML81946267,FLTHOME,RES,REGHIST,14280,2513 Elm Court,Portland,95101,142,3,2.1,1,3631,130,132,20K-.99AC,2023-06-28,86,89,2023-04-03,"$472,238",2023-07-26,"$479,292",2014,0,3,1,CALL-SA
ML81946268,ATTACHD,RES,REMOD,12398,9650 Cypress Road,Gresham,95130,152,3,1.1,1,2777,480,488,7-9.99AC,2024-08-11,86,94,2024-05-17,"$1,333,600",2024-09-13,"$1,355,176",2007,485,2,0,OWNCRRY
ML81946269,ATTACHD,RES,UNKNOWN,13150,8810 Aspen Avenue,Portland,95213,$141,3,1.1,2,1396,637,639,"15K-19,999SF",2024-03-04,19,22,2024-02-14,"$888,607",2024-04-10,"$892,044",1978,0,0,3,NOFNCING
ML81946270,ATTACHD,RES,UNKNOWN,6376,7292 Maple Drive,Portland,95192,150,2,3.0,2,1559,944,986,"5K-6,999SF",2023-04-29,28,32,2023-04-01,"$1,472,269",2023-05-28,"$1,537,174",1991,507,0,3,REHAB
ML81946271,ATTACHD,RES,NEW,14408,4239 Maple Avenue,City,95220,141,1,3.1,1,1023,1882,1800,"10K-14,999SF",2023-10-13,84,87,2023-07-21,"$1,925,498",2023-11-07,"$1,841,400",2007,508,2,1,VA
ML81946272,DETACHD,RES,PROPOSD,8599,5811 Walnut Drive,Portland,95216,$141,2,3.0,2,4040,138,137,"0-2,999SF",2023-03-07,42,47,2023-01-24,"$555,949",2023-04-01,"$553,480",1972,0,0,1,OWNCONT
ML81946273,RES-MFG,RES,FIXER,5537,9247 Elm Circle,Portland,95140,143,2,4.0,2,4472,322,314,5-6.99AC,2023-07-05,86,94,2023-04-10,"$1,441,477",2023-07-29,"$1,404,208",2017,0,1,3,ASSMP
ML81946274,DETACHD,RES,PROPOSD,8745,7443 Cedar Place,Cornelius,95207,142,3,1.1,2,3520,383,394,10-19.99AC,2023-07-12,61,68,2023-05-12,"$1,348,647",2023-08-21,"$1,386,880",2002,0,0,0,LEAS-OP
ML81946275,ATTACHD,RES,NEW,10832,796 Magnolia Road,Portland,95103,147,4,3.1,2,3667,292,294,5-6.99AC,2024-11-06,29,36,2024-10-08,"$1,070,771",2024-12-02,"$1,078,098",1987,555,3,1,OWNCRRY
ML81946276,PLNCOMM,RES,RESALE,4313,5022 Maple Court,Gaston,95212,142,3,4.0,2,834,1702,1742,"3K-4,999SF",2024-07-19,44,46,2024-06-05,"$1,419,411",2024-08-10,"$1,452,828",2003,0,2,1,SGI
ML81946277,IN-PARK,RES,PROPOSD,4983,8623 Walnut Court,Portland,95191,150,5,2.0,2,2074,884,910,3-4.99AC,2023-05-31,63,65,2023-03-29,"$1,832,746",2023-07-03,"$1,887,340",2004,0,3,1,FCS
ML81946278,IN-PARK,RES,RESALE,3968,102 Birch Circle,Portland,95219,142,3,1.1,3,1384,1044,1093,10-19.99AC,2023-05-25,54,62,2023-04-01,"$1,444,467",2023-06-20,"$1,512,712",1983,0,1,0,OWNCRRY
ML81946279,RES-MFG,RES,UNDRCON,6859,1349 Magnolia Court,Portland,95193,150,3,4.1,1,1049,1508,1452,5-6.99AC,2023-11-21,14,21,2023-11-07,"$1,582,202",2023-12-23,"$1,523,148",2015,0,2,1,CASH
ML81946280,CONDO,RES,NEW,6486,9287 Pine Court Unit 434,Portland,95239,143,1,2.0,2,1084,1836,1799,"15K-19,999SF",2025-01-16,42,48,2024-12-05,"$1,990,604",2025-02-05,"$1,950,116",2024,340,0,3,NOFNCING
ML81946281,RES-MFG,RES,APPROX,9187,5617 Maple Way,Portland,95108,147,5,1.1,3,2129,166,170,"7K-9,999SF",2023-08-08,7,8,2023-08-01,"$354,190",2023-09-03,"$361,930",1984,0,0,1,CASH
ML81946282,RES-MFG,RES,NEW,9602,6385 Aspen Lane,Portland,95125,$141,5,4.0,3,4402,145,147,"5K-6,999SF",2024-07-12,30,35,2024-06-12,"$638,430",2024-08-03,"$647,094",2017,0,3,1,OWNCRRY
ML81946283,ATTACHD,RES,RESALE,6068,5232 Birch Circle,Portland,95193,150,5,3.1,3,4275,395,380,7-9.99AC,2024-09-08,90,99,2024-06-10,"$1,687,547",2024-10-05,"$1,624,500",1987,409,2,2,NOFNCING
ML81946284,IN-PARK,RES,NEW,10002,659 Walnut Drive,Portland,95200,150,2,3.0,2,3365,98,103,"15K-19,999SF",2024-10-23,59,64,2024-08-25,"$329,929",2024-11-29,"$346,595",1984,0,3,1,FMHA
ML81946285,CONDO,RES,PROPOSD,7875,1983 Spruce Avenue Unit 392,Portland,95160,147,4,4.1,2,1449,252,255,10-19.99AC,2024-08-12,76,78,2024-05-28,"$365,379",2024-09-01,"$369,495",2004,332,1,2,CASH
ML81946286,PLNCOMM,RES,EXISTNG,12917,5397 Redwood Place,Portland,95134,143,5,4.1,1,3985,336,351,"7K-9,999SF",2024-10-02,31,39,2024-09-01,"$1,338,451",2024-11-08,"$1,398,735",2013,0,1,2,CASH
ML81946287,PLNCOMM,RES,RESALE,4644,4838 Walnut Circle,Portland,95237,141,4,3.0,3,1314,684,683,"7K-9,999SF",2023-06-03,80,85,2023-03-15,"$899,217",2023-06-29,"$897,462",1957,0,2,0,REHAB
ML81946288,FLTHOME,RES,REMOD,5888,8106 Cherry Circle,Portland,95198,147,2,3.0,1,3731,107,109,20-49.99AC,2024-08-23,74,82,2024-06-10,"$399,307",2024-09-25,"$406,679",2010,0,1,0,ASSMP
ML81946289,CONDO,RES,APPROX,4998,3620 Pine Lane Unit 592,Forest Grove,95237,$141,3,4.1,3,2754,186,181,20K-.99AC,2024-02-01,59,61,2023-12-04,"$513,413",2024-02-24,"$498,474",1952,0,1,2,OWNCONT
ML81946290,ATTACHD,RES,RESTORD,10878,5984 Oak Lane,Portland,95218,142,2,3.0,1,4020,224,224,"15K-19,999SF",2024-12-02,51,55,2024-10-12,"$899,443",2025-01-09,"$900,480",1956,0,1,3,CONV
ML81946291,FLTHOME,RES,FIXER,13198,3030 Elm Avenue,Portland,95151,147,4,4.1,2,4117,274,273,3-4.99AC,2025-01-05,48,53,2024-11-18,"$1,126,643",2025-02-10,"$1,123,941",1991,0,3,3,CONV
ML81946292,CONDO,RES,NEW,12442,7413 Elm Street Unit 354,Gaston,95239,141,6,4.0,1,3215,578,552,"5K-6,999SF",2023-11-03,53,58,2023-09-11,"$1,857,033",2023-12-04,"$1,774,680",1986,340,1,0,SGI
ML81946293,ATTACHD,RES,RESALE,11227,5830 Oak Street,Portland,95169,150,5,2.0,3,3482,211,217,"10K-14,999SF",2024-06-27,49,55,2024-05-09,"$732,999",2024-07-21,"$755,594",1987,317,0,0,CASH
ML81946294,DETACHD,RES,RESALE,11128,5339 Birch Boulevard,Portland,95234,147,2,3.0,2,865,1133,1093,"7K-9,999SF",2023-11-14,71,76,2023-09-04,"$980,412",2023-12-06,"$945,445",1980,0,0,0,FMHA
ML81946295,DETACHD,RES,EXISTNG,9991,9046 Cypress Way,Portland,95158,143,4,3.1,2,4352,217,224,"0-2,999SF",2023-03-06,57,60,2023-01-08,"$944,172",2023-04-11,"$974,848",1982,0,0,1,NOFNCING
ML81946296,ATTACHD,RES,EXISTNG,10507,464 Spruce Drive,Tualatin,95160,143,2,4.0,3,2383,685,692,"3K-4,999SF",2025-02-16,52,61,2024-12-26,"$1,633,354",2025-03-10,"$1,649,036",2001,384,2,3,CASH
ML81946297,CONDO,RES,UNDRCON,8519,5412 Oak Road,Portland,95166,152,1,2.0,1,869,1562,1618,"7K-9,999SF",2023-11-19,90,97,2023-08-21,"$1,357,665",2023-12-09,"$1,406,042",2011,344,2,1,CALL-SA
ML81946298,ATTACHD,RES,UNDRCON,10362,1715 Magnolia Boulevard,Portland,95147,141,2,4.0,3,3611,356,339,1-2.99AC,2025-01-09,40,41,2024-11-30,"$1,286,268",2025-02-12,"$1,224,129",1983,552,1,1,CASH
ML81946299,IN-PARK,RES,REMOD,3527,8212 Elm Place,Portland,95206,143,3,4.0,2,1679,473,460,"3K-4,999SF",2023-06-16,88,97,2023-03-20,"$794,937",2023-07-14,"$772,340",2017,0,2,2,CASH
ML81946300,ATTACHD,RES,NEW,5564,3842 Cypress Way,Portland,95102,141,6,3.0,2,3182,389,390,1-2.99AC,2024-09-01,53,57,2024-07-10,"$1,238,146",2024-09-22,"$1,240,980",2005,488,0,3,LSE-BAK
ML81946301,FLTHOME,RES,REMOD,3601,3625 Ash Street,Portland,95176,$141,2,1.0,2,1570,1179,1144,"5K-6,999SF",2023-10-15,79,84,2023-07-28,"$1,850,708",2023-11-11,"$1,796,080",1993,0,0,3,OWNCRRY
ML81946302,CONDO,RES,RESALE,12370,7655 Cherry Drive,Portland,95113,141,6,2.0,3,2348,767,796,20-49.99AC,2024-05-23,55,65,2024-03-29,"$1,801,605",2024-06-28,"$1,869,008",2014,0,2,1,NOFNCING
ML81946303,PLNCOMM,RES,UNKNOWN,10420,3953 Cherry Road,Tualatin,95224,147,6,3.0,2,4141,125,122,5-6.99AC,2025-01-16,71,78,2024-11-06,"$519,361",2025-02-21,"$505,202",1957,0,3,1,FMHA
ML81946304,IN-PARK,RES,PROPOSD,14641,5347 Walnut Avenue,Portland,95138,$141,1,2.0,1,1719,378,390,"5K-6,999SF",2025-02-01,56,64,2024-12-07,"$650,553",2025-02-28,"$670,410",2007,0,0,0,FHA
ML81946305,PLNCOMM,RES,UNDRCON,5015,1783 Willow Drive,Portland,95143,142,6,1.0,3,1111,791,816,1-2.99AC,2024-12-30,61,64,2024-10-30,"$878,921",2025-02-05,"$906,576",1985,0,0,2,ASSMP
ML81946306,IN-PARK,RES,EXISTNG,4776,8579 Willow Place,City,95222,147,3,3.0,2,1063,1544,1544,"10K-14,999SF",2025-01-27,78,79,2024-11-10,"$1,641,761",2025-02-25,"$1,641,272",1978,0,0,0,USDA
ML81946307,PLNCOMM,RES,RESALE,7567,1305 Oak Street,Portland,95215,$141,1,1.0,3,4169,337,342,"15K-19,999SF",2024-04-05,79,86,2024-01-17,"$1,405,413",2024-05-04,"$1,425,798",1982,0,0,1,LOW-INC
ML81946308,DETACHD,RES,UNDRCON,13789,4346 Maple Way,Portland,95207,142,2,3.0,1,1321,416,422,"3K-4,999SF",2024-02-28,18,18,2024-02-10,"$548,992",2024-04-01,"$557,462",1950,0,2,0,ASSMP
ML81946309,CONDO,RES,REGHIST,7362,1083 Pine Street Unit 190,Portland,95224,143,1,2.0,3,2236,876,834,10-19.99AC,2025-01-10,58,59,2024-11-13,"$1,957,926",2025-02-01,"$1,864,824",1990,398,2,2,FMHA
ML81946310,CONDO,RES,REMOD,5118,2806 Cypress Place,Portland,95175,$141,4,4.0,3,2333,270,281,"15K-19,999SF",2024-08-21,10,11,2024-08-11,"$629,880",2024-09-15,"$655,573",2017,564,1,2,OWNCRRY
ML81946311,CONDO,RES,RESALE,4947,8677 Pine Lane Unit 397,Portland,95128,143,2,4.1,2,4212,436,415,7-9.99AC,2024-11-01,13,17,2024-10-19,"$1,835,801",2024-12-02,"$1,747,980",1989,0,0,1,NOFNCING
ML81946312,ATTACHD,RES,APPROX,3106,9597 Birch Place,Portland,95138,$141,3,4.0,2,1644,809,833,7-9.99AC,2023-05-01,49,49,2023-03-13,"$1,329,700",2023-05-27,"$1,369,452",1995,454,2,2,TRADE
ML81946313,IN-PARK,RES,RESTORD,13531,8683 Walnut Road,Lake Oswego,95171,147,5,1.0,1,3142,145,144,20K-.99AC,2023-06-26,81,86,2023-04-06,"$455,828",2023-08-05,"$452,448",2011,0,0,0,CALL-SA
ML81946314,DETACHD,RES,FIXER,11261,8803 Ash Court,West Linn,95222,143,1,3.0,1,1900,665,690,"3K-4,999SF",2024-10-27,81,90,2024-08-07,"$1,264,235",2024-11-26,"$1,311,000",1999,0,1,3,FCS
ML81946315,CONDO,RES,PROPOSD,13634,1574 Birch Lane Unit 553,Portland,95142,150,5,2.0,2,3526,433,452,20K-.99AC,2023-06-06,7,15,2023-05-30,"$1,525,963",2023-06-26,"$1,593,752",2016,422,0,0,SGI
ML81946316,RES-MFG,RES,REGHIST,3923,3363 Redwood Circle,Portland,95186,143,4,2.1,2,1741,312,325,5-6.99AC,2023-05-10,74,83,2023-02-25,"$543,493",2023-06-13,"$565,825",1988,0,3,2,ASSMP
ML81946317,FLTHOME,RES,UNDRCON,5437,7045 Oak Street,Portland,95202,150,5,2.0,3,2342,284,285,5-6.99AC,2023-05-05,19,24,2023-04-16,"$664,805",2023-05-26,"$667,470",1993,0,0,3,NOFNCING
ML81946318,CONDO,RES,EXISTNG,3092,5176 Spruce Place,Portland,95183,152,1,4.0,2,3168,221,214,"0-2,999SF",2024-04-02,23,32,2024-03-10,"$700,637",2024-04-29,"$677,952",2001,0,3,3,FHA
ML81946319,DETACHD,RES,RESTORD,3759,8280 Redwood Avenue,Portland,95138,142,6,2.0,1,1656,631,602,20-49.99AC,2024-05-09,50,58,2024-03-20,"$1,044,934",2024-06-03,"$996,912",1963,0,3,2,VA
ML81946320,IN-PARK,RES,REGHIST,10591,4714 Aspen Lane,Portland,95140,142,4,4.0,1,2379,151,155,3-4.99AC,2023-04-02,48,54,2023-02-13,"$358,278",2023-04-27,"$368,745",2004,0,0,1,LEAS-OP
ML81946321,RES-MFG,RES,REMOD,3410,2731 Spruce Place,Portland,95167,150,2,2.0,1,2487,282,273,20-49.99AC,2023-08-23,27,28,2023-07-27,"$702,322",2023-09-24,"$678,951",1997,0,2,0,CALL-SA
ML81946322,ATTACHD,RES,REGHIST,14723,7301 Cedar Road,City,95171,147,4,4.0,3,3942,342,345,"5K-6,999SF",2023-07-06,63,70,2023-05-04,"$1,349,854",2023-08-11,"$1,359,990",1989,543,0,1,FHA
ML81946323,DETACHD,RES,UNDRCON,3796,9365 Maple Circle,Gales Creek,95144,150,5,4.1,3,1079,1754,1773,"15K-19,999SF",2025-01-15,69,79,2024-11-07,"$1,892,547",2025-02-06,"$1,913,067",2007,0,0,1,VA
ML81946324,FLTHOME,RES,RESALE,11190,8083 Cedar Avenue,Gales Creek,95174,141,1,3.0,3,4251,149,153,"5K-6,999SF",2023-03-26,64,67,2023-01-21,"$634,484",2023-05-04,"$650,403",1992,0,0,1,NOFNCING
ML81946325,PLNCOMM,RES,RESALE,4174,766 Walnut Avenue,Portland,95100,141,3,3.1,1,1881,811,775,"15K-19,999SF",2024-03-17,32,40,2024-02-14,"$1,525,973",2024-04-16,"$1,457,775",2016,0,3,3,OTHER
ML81946326,IN-PARK,RES,FIXER,13792,6155 Spruce Boulevard,Aloha,95207,147,2,4.0,2,3039,598,602,"7K-9,999SF",2024-12-20,7,7,2024-12-13,"$1,817,799",2025-01-28,"$1,829,478",1961,0,3,3,CONV
ML81946327,RES-MFG,RES,EXISTNG,8952,9621 Magnolia Drive,Hillsboro,95222,150,1,1.0,2,3461,387,406,20K-.99AC,2023-01-29,13,15,2023-01-16,"$1,337,737",2023-03-10,"$1,405,166",1956,0,2,2,OTHER
ML81946328,IN-PARK,RES,UNDRCON,14929,5092 Willow Drive,Portland,95211,$141,2,3.0,1,2461,302,293,20-49.99AC,2023-09-24,76,79,2023-07-10,"$744,393",2023-10-29,"$721,073",2006,0,3,0,TRADE
